customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00207,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),67.17,769.69,Yes
CUST-00208,Female,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),115.98,7967.67,No
CUST-00209,Female,0,No,Yes,37,No,No phone service,Fiber optic,No,Yes,Two year,Yes,Mailed check,87.62,3257.32,No
CUST-00210,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),110.78,3520.97,No
CUST-00211,Female,0,No,Yes,9,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,92.98,684.59,No
CUST-00212,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,93.55,1718.54,No
CUST-00213,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,28.0,1321.79,No
CUST-00214,Female,0,No,Yes,3,Yes,Yes,DSL,No,Yes,Two year,Yes,Credit card (automatic),55.95,99.73,No
CUST-00215,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.84,2056.12,Yes
CUST-00216,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,43.26,1140.79,No
CUST-00217,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,One year,Yes,Credit card (automatic),31.55,1703.27,No
CUST-00218,Male,1,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),52.61,1716.82,No
CUST-00219,Female,0,No,Yes,24,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,42.04,1042.33,No
CUST-00220,Female,1,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.53,4108.38,No
CUST-00221,Male,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,Two year,No,Mailed check,106.8,4170.43,No
CUST-00222,Male,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,One year,No,Electronic check,69.97,1834.52,No
CUST-00223,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,26.13,492.08,Yes
CUST-00224,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,One year,No,Credit card (automatic),91.46,5959.72,No
CUST-00225,Female,0,No,No,54,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,82.34,4396.24,No
CUST-00226,Female,1,No,No,35,No,No phone service,No,No internet service,No internet service,Two year,Yes,Electronic check,117.06,4077.01,No
CUST-00227,Female,1,No,No,61,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,75.9,4655.23,No
CUST-00228,Male,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,53.64,2203.96,No
CUST-00229,Female,0,No,No,33,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.9,2299.05,No
CUST-00230,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),117.93,7936.65,No
CUST-00231,Male,1,Yes,No,33,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.64,2971.07,No
CUST-00232,Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,87.2,1226.8,No
CUST-00233,Male,1,No,Yes,21,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.07,914.98,Yes
CUST-00234,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),94.36,4553.43,No
CUST-00235,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.03,1962.94,No
CUST-00236,Male,0,Yes,Yes,8,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Electronic check,51.73,429.34,Yes
CUST-00237,Male,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,One year,No,Mailed check,68.37,431.51,No
CUST-00238,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.46,3409.58,No
CUST-00239,Female,1,Yes,No,17,Yes,Yes,DSL,No,No,Two year,Yes,Credit card (automatic),45.87,770.97,No
CUST-00240,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),22.59,747.97,No
CUST-00241,Female,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,48.52,2296.28,No
CUST-00242,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,75.4,4394.88,No
CUST-00243,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),20.16,393.87,No
CUST-00244,Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),48.32,1388.96,No
CUST-00245,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,108.14,3958.82,No
CUST-00246,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),79.36,4039.55,No
CUST-00247,Female,0,Yes,No,54,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.79,4417.78,No
CUST-00248,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.34,433.5,Yes
CUST-00249,Male,0,No,Yes,27,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card (automatic),87.65,2494.52,No
CUST-00250,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.99,1122.05,Yes
CUST-00251,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,101.87,2138.36,No
CUST-00252,Male,0,No,No,30,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,31.67,894.55,No
CUST-00253,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,2316.95,No
CUST-00254,Male,1,No,Yes,64,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),54.11,3457.36,No
CUST-00255,Female,0,No,No,69,Yes,No,DSL,No,No,Two year,No,Mailed check,94.75,6541.16,No
CUST-00256,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,Two year,Yes,Credit card (automatic),74.98,4563.56,No
CUST-00257,Male,0,Yes,Yes,48,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),65.24,3184.99,No
CUST-00258,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),36.94,776.71,No
CUST-00259,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,83.68,358.35,No
CUST-00260,Female,1,No,No,35,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),117.48,4138.12,No
CUST-00261,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,One year,No,Mailed check,102.56,6548.06,No
CUST-00262,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,26.0,1273.75,No
CUST-00263,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),57.62,1000.12,Yes
CUST-00264,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),112.56,4936.8,Yes
CUST-00265,Male,0,No,No,30,No,No phone service,Fiber optic,No,No,Two year,Yes,Mailed check,70.3,2142.04,No
CUST-00266,Male,0,No,Yes,46,No,No phone service,Fiber optic,No,Yes,Two year,No,Credit card (automatic),86.21,3912.85,No
CUST-00267,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Two year,No,Bank transfer (automatic),111.26,630.95,No
CUST-00268,Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.38,3920.71,No
CUST-00269,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.18,1650.89,Yes
CUST-00270,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,63.76,2918.6,No
CUST-00271,Female,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,53.97,2911.86,No
CUST-00272,Male,1,Yes,Yes,60,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,91.9,5516.07,No
CUST-00273,Male,0,Yes,No,63,No,No phone service,DSL,No,Yes,Two year,No,Mailed check,48.7,3003.88,No
CUST-00274,Female,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),44.99,1369.58,No
CUST-00275,Male,0,No,No,33,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),55.62,1814.66,Yes
CUST-00276,Female,0,No,No,67,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Mailed check,37.72,2568.96,No
CUST-00277,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,One year,No,Electronic check,89.51,1681.33,No
CUST-00278,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,81.62,1960.96,Yes
CUST-00279,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),68.29,3706.28,No
CUST-00280,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,59.03,3403.65,No
CUST-00281,Female,0,No,No,67,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,110.91,7414.76,No
CUST-00282,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),22.91,1000.65,No
CUST-00283,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),96.91,2314.84,Yes
CUST-00284,Male,0,No,Yes,32,Yes,No,DSL,No,No,One year,No,Mailed check,110.19,3470.62,No
CUST-00285,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.64,3024.79,No
CUST-00286,Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,Month-to-month,No,Mailed check,75.07,1784.02,No
CUST-00287,Male,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.45,7585.26,No
CUST-00288,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,41.23,1208.9,No
CUST-00289,Male,0,Yes,Yes,2,No,No phone service,DSL,Yes,Yes,One year,Yes,Credit card (automatic),72.01,170.34,No
CUST-00290,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,67.47,1155.72,Yes
CUST-00291,Female,0,No,Yes,33,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,45.84,1540.36,No
CUST-00292,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,One year,Yes,Mailed check,101.86,877.95,No
CUST-00293,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),109.96,4623.98,No
CUST-00294,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,One year,No,Credit card (automatic),98.19,4752.93,No
CUST-00295,Female,0,No,Yes,39,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.54,1452.29,No
CUST-00296,Male,0,No,Yes,42,Yes,Yes,DSL,No,Yes,Two year,Yes,Credit card (automatic),28.67,1260.22,No
CUST-00297,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.54,2131.58,Yes
CUST-00298,Male,0,No,No,50,No,No phone service,Fiber optic,Yes,Yes,One year,Yes,Mailed check,25.71,1243.02,No
CUST-00299,Female,0,Yes,No,25,No,No phone service,DSL,Yes,No,Two year,Yes,Mailed check,87.28,2160.2,No
CUST-00300,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,73.04,1752.38,No
CUST-00301,Female,1,Yes,No,13,Yes,Yes,DSL,Yes,No,Two year,No,Electronic check,86.28,1075.53,No
CUST-00302,Female,0,No,Yes,60,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.02,4768.23,No
CUST-00303,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.27,467.32,Yes
CUST-00304,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.09,2212.98,No
CUST-00305,Male,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,50.57,1779.36,No
CUST-00306,Female,1,No,Yes,45,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,72.45,3258.41,Yes
CUST-00307,Male,1,No,No,20,Yes,No,DSL,Yes,Yes,Two year,No,Mailed check,85.19,1760.83,No
CUST-00308,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,97.95,6399.36,No
CUST-00309,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,One year,Yes,Mailed check,96.72,657.21,No
CUST-00310,Male,0,No,No,16,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card (automatic),117.27,1861.72,Yes
CUST-00311,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No,No,One year,No,Bank transfer (automatic),48.58,703.75,No
CUST-00312,Male,1,No,Yes,15,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),27.11,366.65,No
CUST-00313,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,54.57,3557.75,No
CUST-00314,Female,1,Yes,No,32,Yes,No,DSL,Yes,Yes,One year,No,Mailed check,94.33,2981.21,No
CUST-00315,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.81,4004.63,No
CUST-00316,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),101.78,5141.83,No
CUST-00317,Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),74.93,1906.25,Yes
CUST-00318,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),112.98,6509.8,No
CUST-00319,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,114.79,7179.96,No
CUST-00320,Male,0,No,No,62,Yes,Yes,DSL,No,Yes,One year,Yes,Electronic check,26.93,1649.73,No
CUST-00321,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.64,1518.03,No
CUST-00322,Male,1,Yes,No,58,No,No phone service,Fiber optic,Yes,No,Month-to-month,No,Electronic check,80.97,4722.52,No
CUST-00323,Female,0,Yes,Yes,58,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.59,2673.66,No
CUST-00324,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),60.71,2989.1,Yes
CUST-00325,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,87.77,4516.69,No
CUST-00326,Male,1,No,No,42,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),42.67,1760.14,No
CUST-00327,Female,0,No,No,70,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),80.2,5573.5,No
CUST-00328,Male,0,Yes,Yes,15,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),89.74,1400.68,No
CUST-00329,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),29.05,1583.47,No
CUST-00330,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,69.75,4101.63,No
CUST-00331,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,46.31,443.11,Yes
CUST-00332,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),92.44,4882.72,No
CUST-00333,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,38.96,2370.27,No
CUST-00334,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,109.22,598.72,No
CUST-00335,Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,One year,Yes,Mailed check,63.09,4162.02,No
CUST-00336,Male,1,No,No,6,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,39.8,261.53,No
CUST-00337,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,63.8,2985.97,No
CUST-00338,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Electronic check,60.87,3226.76,No
CUST-00339,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),62.89,2458.97,No
CUST-00340,Male,1,No,Yes,52,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,78.56,4062.39,No
CUST-00341,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),72.12,1196.2,No
CUST-00342,Male,0,No,No,13,No,No phone service,No,No internet service,No internet service,Two year,Yes,Mailed check,34.98,445.93,No
CUST-00343,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,26.56,804.21,No
CUST-00344,Female,1,No,No,19,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,92.94,1748.05,No
CUST-00345,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,75.97,1345.89,No
CUST-00346,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.9,3547.75,No
CUST-00347,Male,0,No,Yes,19,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,100.84,1924.1,No
CUST-00348,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,One year,No,Bank transfer (automatic),58.81,3353.82,No
CUST-00349,Male,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,Two year,No,Electronic check,99.6,5483.99,No
CUST-00350,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,50.58,3275.05,Yes
CUST-00351,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,Two year,Yes,Electronic check,27.28,667.2,No
CUST-00352,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,113.26,982.37,No
CUST-00353,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.46,806.14,No
CUST-00354,Female,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,99.27,60.1,Yes
CUST-00355,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,Two year,Yes,Electronic check,47.91,2814.5,No
CUST-00356,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.64,82.33,No
CUST-00357,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.33,3658.33,No
CUST-00358,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.16,1170.62,No
CUST-00359,Female,0,No,Yes,1,No,No phone service,DSL,No,No,Two year,No,Electronic check,103.06,90.68,No
CUST-00360,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.13,1214.61,No
CUST-00361,Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,80.75,4859.91,No
CUST-00362,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),72.32,4572.23,No
CUST-00363,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,107.45,6786.05,No
CUST-00364,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.34,1645.32,No
CUST-00365,Female,0,No,No,22,No,No phone service,No,No internet service,No internet service,Two year,Yes,Mailed check,46.1,968.7,No
CUST-00366,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,107.58,7349.23,No
CUST-00367,Male,0,No,No,26,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.23,2600.45,No
CUST-00368,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,21.76,377.2,No
CUST-00369,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,Yes,Yes,One year,Yes,Mailed check,71.7,3692.78,No
CUST-00370,Male,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.96,4118.1,No
CUST-00371,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,60.09,1683.35,No
CUST-00372,Female,0,Yes,No,69,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,49.74,3415.04,No
CUST-00373,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,88.17,4144.0,Yes
CUST-00374,Female,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,40.78,2564.01,No
CUST-00375,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.89,6800.89,No
CUST-00376,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,100.3,1712.16,Yes
CUST-00377,Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,61.53,2965.84,Yes
CUST-00378,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,One year,No,Credit card (automatic),48.35,1808.12,No
CUST-00379,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Two year,No,Credit card (automatic),48.39,1604.74,No
CUST-00380,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,68.23,1524.17,No
CUST-00381,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer (automatic),91.96,870.97,No
CUST-00382,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,55.89,3803.29,No
CUST-00383,Female,0,No,No,34,Yes,No,DSL,No,No,Month-to-month,No,Credit card (automatic),81.0,2741.18,No
CUST-00384,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,One year,Yes,Mailed check,58.25,3134.14,No
CUST-00385,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,50.45,509.13,No
CUST-00386,Male,1,Yes,No,19,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.49,462.0,No
CUST-00387,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,20.39,1229.55,No
CUST-00388,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),42.72,35.48,No
CUST-00389,Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,One year,No,Electronic check,60.64,4126.11,No
CUST-00390,Female,0,Yes,Yes,4,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,105.13,340.58,Yes
CUST-00391,Female,0,No,Yes,16,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.85,1578.23,No
CUST-00392,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),46.72,1178.48,No
CUST-00393,Male,1,Yes,No,2,Yes,No,DSL,No,No,One year,No,Mailed check,44.45,135.67,No
CUST-00394,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,42.73,1380.18,No
CUST-00395,Male,0,No,Yes,24,No,No phone service,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),53.92,1313.52,No
CUST-00396,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),69.82,831.0,No
CUST-00397,Female,0,Yes,No,50,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,63.87,3169.43,Yes
CUST-00398,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.83,1427.14,Yes
CUST-00399,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),33.05,1017.08,No
CUST-00400,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.26,791.44,No
